1.410000	-1.430624
1.420000	-1.436023
1.430000	-1.355892
1.440000	-1.364233
1.450000	-1.322168
1.460000	-1.298416
1.470000	-1.247981
1.480000	-1.292101
1.490000	-1.228065
1.500000	-1.220926
1.510000	-1.195972
1.520000	-1.129098
1.530000	-1.081185
1.540000	-1.074939
1.550000	-1.115119
1.560000	-1.068472
1.570000	-1.045377
1.580000	-1.013165
1.590000	-0.996886
1.600000	-0.902882
1.610000	-0.879228
1.620000	-0.888721
1.630000	-0.916808
1.640000	-0.807622
1.650000	-0.853541
1.660000	-0.836734
1.670000	-0.780189
1.680000	-0.796171
1.690000	-0.677065
1.700000	-0.727122
1.710000	-0.678307
1.720000	-0.630452
1.730000	-0.576435
1.740000	-0.584205
1.750000	-0.584348
1.760000	-0.588960
1.770000	-0.489845
1.780000	-0.542999
1.790000	-0.488378
1.800000	-0.440388
1.810000	-0.376564
1.820000	-0.407219
1.830000	-0.391400
1.840000	-0.321804
1.850000	-0.346555
1.860000	-0.251180
1.870000	-0.273937
1.880000	-0.283627
1.890000	-0.231719
1.900000	-0.150428
1.910000	-0.159885
1.920000	-0.119980
1.930000	-0.086570
1.940000	-0.102468
1.950000	-0.027909
1.960000	-0.018865
1.970000	-0.053216
1.980000	-0.001644
1.990000	0.025823
2.000000	0.001529
2.010000	0.079837
2.020000	0.113562
2.030000	0.123792
2.040000	0.130280
2.050000	0.215030
2.060000	0.222044
2.070000	0.261704
2.080000	0.228694
2.090000	0.271116
2.100000	0.347559
2.110000	0.360782
2.120000	0.364863
2.130000	0.422544
2.140000	0.436933
2.150000	0.396130
2.160000	0.425811
2.170000	0.448301
2.180000	0.517486
2.190000	0.502126
2.200000	0.593492
